Season,Name,Team,Level,Age,G,PA,AVG,BB%,K%,ISO,BABIP,wRAA,wOBA,wRC+,LD%,GB%,FB%,Pull%,Cent%,Oppo%,SwStr%,Pitches,PlayerId
2017,"Jason Krizan","DET","AA",28,14,66,0.39285714,0.12121212,0.04545455,0.28571429,0.35294118,8.217504033994388,0.4846970402833187,206.65672297118803,0.30188679,0.24528302,0.45283019,0.30909091,0.4,0.29090909,0.05306122,245,"sa546842"
2019,"Jason Krizan","NYM","AA",30,97,367,0.25696594,0.10354223,0.09809264,0.18575852,0.25631769,11.461492952187967,0.3515869406880913,128.86363617965333,0.22183099,0.34507042,0.43309859,0.46416382,0.25938567,0.27645051,0.05087108,1435,"sa546842"
2013,"Brett Krill","SFG","AA",24,85,248,0.25777778,0.04435484,0.22177419,0.07111111,0.32941176,-5.720058086604168,0.29918980646908766,80.49431817245825,0.15060241,0.53614458,0.31325301,0.44508671,0.25433526,0.30057803,0.09581498,908,"sa546843"
2014,"Brett Krill","SFG","AA",25,21,83,0.21333333,0.06024096,0.15662651,0.08,0.25806452,-3.418003997202953,0.27342449469738694,64.81652720091554,0.0483871,0.64516129,0.30645161,0.55555556,0.22222222,0.22222222,0.08783784,296,"sa546843"
2013,"Tyson Blaser","NYY","AA",25,4,15,0.21428571,0.06666667,0.06666667,0.07142858,0.23076923,-0.8331484245084716,0.2578325351079305,53.02751937471454,0.16666667,0.58333333,0.25,0.53846154,0.30769231,0.15384615,0.11111111,45,"sa546852"
2014,"Tyson Blaser","NYY","AA",26,21,76,0.23287671,0.03947368,0.30263158,0.05479452,0.34,-4.368235173679771,0.252702481652561,50.89376364511514,0.16666667,0.625,0.20833333,0.5,0.24,0.26,0.13178295,258,"sa546852"
2013,"Kyle Knudson","MIN","AA",25,28,102,0.29545455,0.09803922,0.12745098,0.05681818,0.34210526,1.4405677354680702,0.34654401739438373,111.94389259802384,0.12162162,0.67567568,0.2027027,0.28947368,0.13157895,0.57894737,0.0656168,381,"sa546859"
2014,"Kyle Knudson","MIN","AA",26,83,270,0.2145749,0.04814815,0.21111111,0.06477733,0.2746114,-15.636139590053089,0.25214952675264274,50.522242774438666,0.10994764,0.54973822,0.34031414,0.37948718,0.23076923,0.38974359,0.09623016,1008,"sa546859"
2012,"Corey Jones","DET","AA",24,76,260,0.24255319,0.05,0.17307692,0.11489362,0.28571429,-6.110760669212722,0.2987068344373256,79.54540629430488,0.23529412,0.4171123,0.34759358,0.45641026,0.26666667,0.27692308,0.08908686,898,"sa546893"
2013,"Corey Jones","DET","AA",25,20,65,0.19298246,0.09230769,0.16923077,0.05263158,0.23913043,-3.323561734348975,0.2634500393500695,56.75829884072199,0.15555556,0.48888889,0.35555556,0.45652174,0.2173913,0.32608696,0.08173077,208,"sa546893"
